bangla_text,reaction
সিজন  দেন বাংলা,Negative
 পর্ব  দেন,Negative
এটা কোন দেশের মুভি আমি জানি না দয়া করে জানাবেন প্লিজ,Negative
কতটা  ক্লিয়ার নাই,Negative
আমি কি আমার পেজ কপিরাইট করে ছারতে পারবো কি,Negative
বড়ো পর্দায় দিন,Negative
আশা করব আপনারা আরও বড় এপিসোড আনবেন আর ভিডিওগুলি তাড়াতাড়ি দেয়ার চেষ্টা করেন   আমি হিন্দি ভাষায় প্রথম এপিসোডের বেশিরভাগ দেখা শেষ,Negative
বড় পর্দা কই,Negative
কথার সাউন্ড গুলো ধবধব করে ভালো না  সাউন্ড গুলো একটু ঠিক করার চেষ্টা করেন,Negative
কুরুলুস ওসমান বাংলা  পর্ব কোথায় ভাই দেন,Negative
ভাই কাজ করলে ভালো ভাবে করে  ভলিউম করে অফ করে দিলেন কেন,Negative
আরতুগুল হলে আরো সুন্দর হলেনে,Negative
বাংলায় ডাবিং দেখতে চাই,Negative
সাব টাইটেল তেমন বোধগম্য না,Negative
এটা কি কোনো ঐতিহাসিক সিরিজ,Negative
ভলিউম  কবে দিবেন,Negative
ভাই বাংলা সাবটাইটেল না দিয়ে  বাংলা ডাবিং দিলে বেশি ভালো হবে,Negative
সাবক্রাইব করলাম পরের গুলি কখন পাব,Negative
নাম্বার ভলিউম দেন,Negative
বাকি গুলি কখন পাইব,Negative
পরের ভলিউম টা কি আসছে,Negative
অনেক দিন তো এপিসোড  কখন আাসবে,Negative
 টা দিন না দাদা কত দিন অপেক্ষা করবেন,Negative
পর্বটা কোন দিন আসবে,Negative
কবে আসবে,Negative
আর কতো দেরি হবে,Negative
কেউ  দিতে পারবেন কি,Negative
যেইটা ধরছেন অইটা আগে শেষ করেন ভাই,Negative
ভাই আপনারা কবে ভলিউম ইউটিউব এ আপলোড দেন জানালে খুশি হতাম,Negative
নং  পর্বটা নেই এটা আপলোড করলে ভাল হয়,Negative
ভলিউম  ও  আপলোড দেন,Negative
একটু তাড়াতাড়ি দিয়েন,Negative
আসা ছেরে দিয়েছিলাম,Negative
কত দিন ওয়েটিং এ ছিলাম ,Negative
অনেক অপেক্ষায় ছিলাম ,Negative
কতদিনের অপেক্ষ,Negative
অনেক দিন ,Negative
অনেক অপেক্ষার পর সিজন,Negative
অনেক অপেক্ষা,Negative
পরে পরব অতি তাড়াতাড়ি দিন,Negative
কত দিন অপেক্ষা করে এটা পেলাম,Negative
একটা ছেলে মানুষ কত কিছু ম্যানেজ করে চলতে হয় বউ  মা- বাবা   ভাই বোন আত্মীয় স্বজন সবার মন রক্ষা করতে কতই না সংগ্রাম করতে হয় একটা ছেলে মানুষের ,Negative
টাকা কামাই করা কত কষ্ট সেটা কেউ বুঝেনা এমনকি ঘরের মানুষরাও বুঝেনা সবাই শুধু আবদার করে আর ইচ্ছে মত খরচ করে বুঝতে চাইনা টাকা কোথায় থেকে আসে,Negative
বিদেশ থেকে কামাই করে বাসায় টাকা পাঠাই কিন্তু হয়না লাখটাকা দিলেও হয়না শুধু অভাব আর অভাব,Negative
বেচতে জানলে টাকাও বেচা যায়,Negative
ভালো বুঝাতে চেয়ে  বদ খারাপ মানুষ গুলো এই নাটকের খারাপ চরিত্র টাকেই বেছে নিবে সাধারণ মানুষের হয়রানি আর ভোগান্তি আরো বাড়বে অতএব  জনসাধারণ জাল নোট থেকে সাবধান,Negative
বেচেঁ থাকার জন্য টাকা প্রয়োজন কিন্তু টাকা ইনকাম করা জে কঠিন তা আজকাল কার মা বাবারাও বুঝতে চাই না,Negative
 সেটা বুঝতেই চাই নাআমরা কি ভাবে টাকা ইনকাম করি সেটা আমরাই বুঝি ,Negative
একটা সমস্যায় পরলে  তখন দেখাযায় একে একে সবাই ভুল বুঝতে শুরু করে এক সময় কেউ পাশে থাকে না,Negative
টাকা ছাড়া কোন উপায় নেই টাকাই সব অনেক শিক্ষাণীয় ড্রামা,Negative
একটা ছেলে যখন সংসার চালাই তখন কি ভাবে সব কিছু মেনেজ করে সে বুঝে কিন্তু পরিবার যদি বুঝতে,Negative
ঢাকা শহরে যাদের বাড়ি এবং বাড়ির ছাদ অদ্ভুত সুন্দর করে সাজানো ঘরে দামি দামি ফার্ণিচার তারা এভাবে রাস্তায় কাজের জন্য ঘোরে কিভাবে  চিন্তার একটা ধরণ থাকা উচিত,Negative
এতোক্ষন ধরে নাটক টা দেখলাম কিন্তু শেষে দিয়ে কেন ক্লিয়ার করা হলোনা,Negative
মাসুদ তুমি কখনো ভালো হবেনা,Negative
ব্যাক্তি কখনো অপরাধী হয় না পরিস্থিতি তাকে অপরাধ করতে বাধ্য করে,Negative
একদম! ছেলেদেরজীবন টাই এমন  বাইরে ও ঘরে দুদিকেই পেশার  যত সব পাশের মানুষ সবই স্বার্থের জন্য,Negative
এই পৃথিবীতে কেউ কারো কষ্ট বোজে না,Negative
মূল অপরাধী তো মাসুদ নিজেই,Negative
এমন বাস্তবমুখী একটা নাটকের এতো কম ভিউ বুঝলাম না,Negative
নাটকের সেট হচ্ছে কোটি টাকার বুঝায় গরিবিয়ানা এ ভাবে ফিল আসে না  ঢাকা শহরে একটা দুই রুম এর বাসাও ১৪ ১৫ হাজার টাকা আর এই বাড়ি তো বিশাল ব্যাপার,Negative
এখন নাটক হয় ধর তকতা মার পেরেক টাইপের প্রাণ নাই  কারন কথা গুলা জিবন্ত না মনে হয় পরে রেকর্ড করা  আগের গুলার মত ফিল আসে না,Negative
নাটক টা মোটামুটি ভাল লেগেছে,Negative
সব নাটক সবাইকে মানায় না,Negative
মাসুদ রা কি কখনোই ভালো হবে না প্রশ্ন রেখে গেলাম জাতির কাছে,Negative
নাটক টা জোস বাট ডিউরেশন না বেশি,Negative
নাটকের নামটা টাকার মেসিন  দিলে ভাল হত,Negative
ছেলেরা যেন একটা টাকার মেশিন খালি বলা তাহলে হলে গেল সব সমস্যা সমাধান,Negative
মাসুদ কখনো ভালো হবেনা,Negative
এতিম তাহসান হালায় অভিনয় পারেনা আর মনিরাতো টাকা হয়ে ,Negative
শাড়ি পড়লে যদি ব্লাউজ দেখা যাবে তো শাড়ি পড়ার দরকার কি,Negative
তানজিনতিশার অভিনয়ের তেজকম,Negative
নাটকএ গান দিয়ে বিরক্ত করেছে,Negative
ইহা একটি চুলের গল্প,Negative
টাকার নেষা,Negative
মাসুদ তুমিকি কখনোই ভালো হবেনা,Negative
তাহসানের বড় চুল না থাকলে আরো ভালো লাগতো,Negative
গল্পের সাথে ড্রেসআপটা ঠিক মানায়নি,Negative
এখানে নুসরাত তিশা থাকলে সেরা হতো,Negative
শেষ টা আর একটু অন্যরকম হলেও পারতো,Negative
ছেলেদের জিবন মানে যুদ্ধ,Negative
বেশি প্যানপ্যানানি নাটক,Negative
কিভাবে প্লান করে বের হলো জানতে চাই,Negative
মাসুদ তুমি আর ভাল হলে না,Negative
তানজিন তিতা অলওয়েজ তিতা,Negative
সব কিছুই ভালো ছিলো কিন্তু শেষে পাহাড় গুলো দেখাইয়া দিলো দুধে একফোটা পস্রাব ডাইলা,Negative
তানজিন তিশা চামড়া ডলতে ডলতে আর কয়দিন পর চামড়া না ছিঁড়ে ফেলে বড়ই টেনশনে আছি,Negative
ইংলিশ ক্যাপশন  না,Negative
টাকায় সব,Negative
একটা ছেলে মানুষের কষ্ট সে জানে,Negative
বড় ছেলে ফ্যামিলির কথা কেউ চিন্তা করে না,Negative
পাট ২ কবে আসবে,Negative
তাহসান মানেই বলদ মার্কা অভিনয়,Negative
আমরা সবাই ক্রিমিনাল টাকার কাছে,Negative
তাহসান ভাই কে এই সব চরিত্রে মানায় না,Negative
ভাল হয়ে যাও মাসুদ,Negative
মাসুদ ভাল হয়ে যাও,Negative
ফাও দেড় ঘন্টা সময় নস্ট করলাম,Negative
গল্পের সাথে ড্রেসাপ ফার্নিচার এবং বাড়ি মানায় নাই,Negative
তাহসান কে নুসরাত ইমরোজ তিশা ছাড়া মানায় না,Negative
নুসরাত ইমরোজ তিশা আর তাহসান থাকলে অনেক ভালো হতো,Negative
দ্বিতীয় পর্ব দেখানর তৃষ্ণা টা অনেক রয়ে গেল মনে,Negative
২য় পার্ট এর অপেক্ষায়,Negative
না দেখেই ওয়াও ফাইন মেরে দিলাম,Negative
তাহসান এর অভিনয় নিম্নমানের,Negative
 ছক ,Negative
কনসেপ্ট-টা ভালোই বাট এক এক-জনের অভিনয় জাস্ট  হ য ব র ল,Negative
এই নাটকের আগা মাথা কিছু বুঝলাম না,Negative
নাটকের ভিতর পোশাকের ব্যাপারে একটু খেয়াল রাখা উচিত ছিল কারণ বেশি একদম ছোট পোশাক হয়ে গেছে,Negative
গুলি করছে বুকে কিন্তু হাত বান্ধা কেন বুজলাম না তাহসানের হাতে তো গুলি করে নাই এটা আবার কেমন লজিক,Negative
তাহসান ভাইয়ার অভিনয় বলে হজম করলাম গল্পের গভীরতা প্রায়ই শূন্য পুরাই ধৈর্য্যের পরিক্ষা দিলাম,Negative
তাহসান দেখে খুব কস্ট করে ধর্য় ধরে ২৫ মিনিট দেখার পরও ঘোড়ার ডিম কিছুই বুঝলামনা ছাতা,Negative
ছক দ্বিতীয় পর্ব কবে আসবে কারো কি জানা আছে,Negative
গুলি করলো বুকে কিন্তু হাত ব্যান্ডেজ করলো বুঝলাম না,Negative
আমার জীবনে বাজে কোন নাটক হইলে এই নাটকটা দেখলাম সময় কাটাইলাম তাও এরকম বাজে নাটক যারা করেছে ফালতু,Negative
ইদানীং নাটক গুলো এতিম হয়ে যাচ্ছে  কারোই মা বাবা থাকে না,Negative
পুরাতন নাটক নতুন করে দেওয়া কি দরকার,Negative
কাহিনী টা ভালো জমে নি অনেক প্রশ্ন থাকে নিরব যদি পুলিশের লোক হয় তবে সে কেনো তাকে যেতে দিলো,Negative
 আর যাবার সময় নিরব আনারী হওয়ার দরকার ছিলো না,Negative
 আর মেয়েটা যদি গুলি করে থাকে তবে বেচে ফিরলো কি করে,Negative
চমৎকার স্ক্রিপ্টে ডিরেক্টর কাজ করতে পারেনি  শুধু নায়ক নায়িকা বাদে সবাই ওভার এক্টিং করেছে,Negative
এটাও বুঝি একটা নাটক আগাগোড়া পেলাম না,Negative
আচ্ছা এইটা ছবি হইলো,Negative
তাহসান এর মত একটা হেভিওয়েট অভিনেতা এই নাটকে যুক্ত হওয়া ঠিক হয়নি ছন্নছাড়া একটা নাটক আমাদের সময়ই নষ্ট করল,Negative
পত্রিকা ছবি সহ বিজ্ঞাপন দিয়ে দোয়া চাও যত সব ফালতু,Negative
সময় নষ্ট করলাম,Negative
বুঝলাম না তোমরা কি স্কিপ খেয়ে গান্জা লিখো নাকি সবকিছু বাদ দিলাম শুধু শেষটা বলি তাহসানকে মেয়েটা গুলি করছে,Negative
সে মারাও গেছে বুঝলাম শেষে তোমরা এসে হসপিটালে,Negative
এই টা কোন নাটক হল,Negative
সবই ঠিক আছে কিন্তু মোবাইলগুলা পটাপট খুলে ফেললো কিভাবে এগুলো কি লক করা ছিলনা,Negative
অভিনয় রিয়েল স্টিক মনে হয় হয় নি নিঃসন্দেহে এটা একটা ফালতু নাটক দৌড়াদৌড়ি আর গালাগালি ছাড়া কিছুই নাই,Negative
এমন বাজে থ্রিলার দেখিনি নেশাগ্রস্ত স্পর্শিয়া এবং প্রতিবন্ধী তাহসান ভালো গায়ক বাজে অভিনেতা কে দেখে নয় বরং পরিচালকের নাম শুনে আগ্রহ নিয়ে দেখতে বসেছিলা হতাশ,Negative
গল্পটা অসাধারণ তবে চিত্রায়নে অনেক ঘাটতি ছিলো আরো লোকেশন বাড়ানো যেতো,Negative
গেছে বাংলাদেশের কালচার,Negative
অভিনয় আর কাহিনি কোনটাই বুঝলাম না কি ছিল টাকা হলেই অভিনয় করতে হয়,Negative
তাহসান ভাই এত সুন্দর একজন অভিনেতা আপনি কোথায় ভালো ভালো নাটকে অভিনয় করবেন তা না করে একটা রেন্ডি,Negative
 মার্কা সিরিজের অভিনয় করেছেন যেটা একেবারে বাজে লেগেছে,Negative
সময় নষ্ট কেউ নাটক টা দেখবেন না,Negative
এই নাটক ওলা ভায়েরা তাহসানের মিন মিন করা সাউন্ড টা ঠিক করেন সব নাটকে তাহসানের কন্ঠ শুধু মিন মিন করে,Negative
 ঠিক নাহলে তাহাসেন টাকেই পাল্টে দেন আবার গানে অত সাউন্ড কেন,Negative
খিচুড়ি টাইপ তবে খারাপ না এক দ্যা টাইগার থেকে কিছু নেয়া,Negative
তাহসানের অভিনয় তো কিছুই হয় না,Negative
এমন একটা অখাদ্য দোদুলের মতো একজন পরিচালক বানিয়েছেন ভাবতেই পারি না।তার উপরে তাহসানকে অভিনয় করিয়েছেন,Negative
এই নাটকের সাথে এই নায়ক রুচি বোধ,Negative
গল্পটা ভাল ছিল কিন্তু অভিনয়ের জন্য বিরক্ত লাগতেছিলো,Negative
পাদের অবিনয়,Negative
স্পর্শিয়ার  ভালো ছিল তাহসান এর  খুবই অপরিপক্ক স্পর্শিয়ার  এর সাথে মানানসই না মনে হচ্ছে জোর করে  করানো হচ্ছে,Negative
এটা কি ছিল ১ঘন্টা ৩০মিনিট নষ্ট করলাম না আছে কোন কাহিনী না আছে কোন ফিনিশিং ,Negative
এই নাটকের কোনো কাহিনী বুঝলাম না,Negative
আমার দেখা সব থেকে বাজে একটা নাটক সরি এটাকা নাটক বলবেও ভুল হবে কারো অজাথা সময় থাকলে দেখতে পারেন সবার অভিনয় খুব বাজে ছিলো,Negative
এর নাটক দেখলে আমার মাথা যন্ত্রনা করে,Negative
খুব বাজে অভিনয়,Negative
সস্তা কাহিনী,Negative
এত অশ্লীল ভাষা ব্যবহার না করলেও তো চলে,Negative
"চেষ্টা করেছে সবাই কিন্তু ভালো লগলো না  তাহসানের অভিনয় ভালো হয় নি,   যারা তামিল থিলার মুভি দেখে  তাদের কাছে ভালো লাগবে না",Negative
একদম ফাউল নাটক,Negative
খান  আজকে থেকে সব খান বয়কট করলাম,Negative
ফালতু একটা ওয়েব সিরিজ এমন স্ক্রিপ্টের ওয়েব সিরিজে তাহসান স্পর্শিয়ার মতো অভিনেতা কিভাবে অভিনয় করলো ,Negative
এমন ফালতু জিনিস জীবনেও দেখিনি পুরাই টাইম লস,Negative
অত্যাধিক বাজে,Negative
ভিলেনদের অভিনয় খুবই সস্তা মানের হয়েছে কাহিনিটাও অতটা ভালো মানের নয়,Negative
আয়েশা আপনার শরম থাকলে নাটকের চ্যানলে এসে দোয়া চাইবেননা কোন ইসলামিক চ্যানেলে গিয়ে দোয়া চান,Negative
স্পর্শিয়ার অভিনয় জোশ হইছে কিন্ত তাহসান স্যার আরেকটু ভালো করতে পারতেন,Negative
যতসব পাগলামি,Negative
তাহসান না হয়ে অন্য কেউ হলে আরো ভালো লাগতো,Negative
প্রথম খুব একটা ভালো হয়নাই সবার অভিনয় দ্বিতীয়ত সাউন্ড খুব বাজে কখন শুনা যায় কখনো শুনা যায়না আমি আবাল পাবলিক মতো,Negative
পছন্দের অভিনেতা দেখলা বা বা দেওয়ার লোক না ভালো হলে ভালো বলি ভালো না হলে সমস্যা টা তুলে দরি,Negative
এই ছবির কোনো আগা মাথা বুঝতে পারলাম না তবে নায়িকা খুবই সুন্দর,Negative
হাতের কাছে অপরাধী রেখে ছক কষলে ,Negative
তাহসানের ক্যারিয়ারের ফালতো নাটকের মধ্যে এটা একটা,Negative
ফালুত অভিনেত্রী,Negative
৫৩ মিনিটে এসে কমেন্ট করলাম এভাবে হঠাত শার্ট দেখতে পাওয়াটা অতিরিক্ত কাকতালীয়,Negative
তাহসানের অভিনয় সাবলীল না,Negative
কিছুই বুঝলাম না,Negative
তাহসানের অভিনয় ছিল খুবই জঘন্য হযবরল,Negative
ভাই মানিকগঞ্জ রে পটুয়াখালী বানাইয়া দিছেন,Negative
অতি অখাদ্য,Negative
জঘন্য,Negative
কিছু জায়গায় অভিনয় রিয়েলিস্টক মনে হয়নি গল্পটাও তেমন ভালো না আশা করি ২য় পার্ট ভালো হবে,Negative
বিশাল একটা হা হা হা যাচ্ছে তাই একটা কাহিনী শুধু তাহাসান স্যার ভালোবাসে মানুষ কাহিনীটাকে ভালো বলে যাচ্ছে,Negative
পুরোটাই একটা ভুয়া কোন মজাই পাইলাম না,Negative
"খিচুড়ি  হুদাই,",Negative
ফালতু মুভি,Negative
ভাবছিলাম ভালো কিছু দেখব আর বাল দেখলাম,Negative
তাহসান এমন ফালতু নাটকে কাজ করলো কেন নায়িকা কে একটু শালিন পোশাক পরিধান করতে পারতো। এটা বাংলাদেশের সংস্কৃতির সাথে মানায় না,Negative
 কাহিনী বলতে কিছুই নেই  ,Negative
কিছুই বুঝলাম না হুদাই কষ্ট সময় নষ্ট,Negative
বাজে অভিনয়,Negative
ফালতু একটা সিরিজ কোন কাহিনি নাই  ফুদাই,Negative
আপনার মুল্যবান সময় নষ্ট না করার সাজেস্ট করছি,Negative
নাটকের কোন মাথা খুঁজে পেলাম না ভাই,Negative
তুমি নাকি বুকা কমেন্টার,Negative
সবচেয়ে বাজে অভিনয় একেবারে বাজে ,Negative
যতটা ভালো ভেবেছি ততটা ভাল হয়নি,Negative
আমার দেখা পঁচা নাটক,Negative
আটিফিসিয়াল মনে হইলো,Negative
লেডিস তাহাসান,Negative
ছাগলামী,Negative
কলিকে ইন কাউন্টার না করে ছেরে দিল কেনো,Negative
এতো বাজে     কি রাস্তার হকার দিয়ে করায়ছেন,Negative
কাহিনি দুর্বল,Negative
সব ঠিক আছে কিন্তু সিগারেট ছাড়া গভীর চিন্তা ভাবনা করা যায় না এটা মানতে একটু অসুবিধা হলো,Negative
বেশ কিছু জায়গায় খামতি আছে সিআইডি লেখা ড্রেস পরে অপারেশন সবচেয়ে হাস্যকর,Negative
হাসমু না কানমু বুঝতে পারছি না  মনে হচ্ছে ভারতের আদালত নকল দেখতেছি,Negative
এক ঝাঁক তারকা নিয়ে একটি এভারেজ লেভেলের নাটক,Negative
খুব কষ্ট পাইছি  প্রিয়র মুখে সিগারেট দেখে,Negative
ইন্ডিয়ান ক্রাইম পেট্রোল আদলে গড়া নাটক,Negative
অভিনয় সুন্দর হলেও কাহিনী অন্তঃসারশূন্য,Negative
এই প্রথম অপূর্ব ইন এ নেগেটিভ রোল দেখলাম,Negative
আধুনিক এই ডিজিটাল যুগে যেখানে সামান্য মুদি দোকানেও সিসি ক্যামেরা থাকে সেখানে এত বড় একটা ফ্ল্যাটে চিত্রনায়িকা থাকে সেখানে স্ক্রিপ্টে সিসি ক্যামেরার বিষয়টি অনুপস্থিত,Negative
অপূর্ব শেষ পর্যন্ত ভিলেন সাজলো,Negative
অপি করিমের জায়গায় জাকিয়া বারি মম বেস্ট হতো,Negative
 মেয়ে অফিসার এর ওভারএ্যাক্টিং ,Negative
দুধের স্বাদ ঘোলে মিটানোর মতো অবস্থা গল্প টা আর শক্তিশালি করার দরকার ছিলো,Negative
একটু আলাদাই লাগলো  ব্যাপারটা,Negative
এটা একটা পুরান নাটক অনেক আগে দেখেছি,Negative
আমিও বুঝতে পারতাম নাই কা খুন হয়নি যদি ব্লাড টেস্টের রিপোর্টটা আমার মোবাইল এ আসত,Negative
সাউন্ড কোয়ালিটি খুবই খারাপ গতি ঘুম আসার মত,Negative
আহারে মিথিলা সবাই তোমাকে নিয়ে মজা করে,Negative
দিন দ্যা ডে মানে ১০০ কোটি টাকার মুভি আমার তো মনেহচ্ছে ওটার থেকে এটা কয়েক গুন এগিয়ে আছে,Negative
অপি করিমের কোন মোড ছিলোনা ক্যারেক্টার অনুসারে,Negative
থ্রিলার নাটকে আমাদের দেশ ততটা উন্নত নয়,Negative
সব গোয়েন্দা  নাটক সুন্দর হয় না তবে এটা অনেক ভালো হইছে,Negative
ক্যামেরা কি ছিলো না এতো বড় নায়িকা তার বাসায়   ক্যামেরা নাই,Negative
ভাল লাগল কিন্তু অপি করিম এর ধুমপান করার সাথে স্ক্রিপ্ট এর কি কানেকশনওখানে তো চা বা কফি পান করলেও হত অযথা বাড়াবাড়ি,Negative
বারো ভাতারি মিথিলা ও আছে দেখলাম,Negative
এই নাটকের টাইম লাইন টা কোন সালের এক বার ও সিসি টিভির কোন ব্যবহার দেখানে হলো না কোন স্থানে কোন ঘটনা ঘটলে আগে প্রতিবেশীদের,Negative
 জিজ্ঞেসা করা হয় এখানে হয় দুই থেকে তিন দিন পরে কেমন কি ভাই গাড়ি করে লাশ সরানো হয় আসেপাশে কি কোন বাড়িতেই কি সিসিটিভি ছিলো না,Negative
পূর নাটকে এটা কি করে মিশ হলো যদিও এটা নাটক  তবুও কিছুটা তো বাস্তব ধর্মি করা যেতো ,Negative
মিলাতে চাইনা তবে ক্রাইম সিন গুলা এত ভালো ছিলো না আর সহজ স্ক্রিপ্ট ছিলো আরো ভালো হতে পরাতো,Negative
এইটাতো বহুত আগের নাটক,Negative
কিন্তু একজন অভিনেত্রী এত সহজে রেস্টুরেন্টে মিলিত হন বারে বসে মদ খান এটা কি সম্ভব,Negative
নাটকের কিছু কিছু ব্যাপার আমার কাছে হাস্যকর মনে হইছে অরজিনাল সিআইডি কখনো এভাবে আসামি ধরেনা,Negative
লিঙ্ক আপ আরেকটু দরকার ছিল যেমন বাসাটাকে নজরে রাখা,Negative
কাহিনীর সাথে পরী মনির একটু মিল,Negative
এ নাটক তো অনেক মাস আগেই অন্য কোন চ্যানেলে আপলোড দেওয়া হয়েছিলো,Negative
অপি করিম কারিনা এদের মত এখনো নাটকে অভিনেত্রী গড়ে উঠেনি,Negative
অনেক হাইপ নিয়ে দেখতে বসছিলাম হতাশ,Negative
অপি করিম এমন করে খাচ্ছে কেন ফালতু ভালো গল্পটা নষ্ট করলো,Negative
অপি করিম জন্য নাটক দেখছি সময় লওস করলাম,Negative
সর্বশেষ কিছু না বোঝা আমার মন,Negative
এটা তো অনেক আগের,Negative
স্টোরি অত ভাল ছিলনা অপি করিমকে চরিত্রটায় মানিয়েছিলো কিন্তু অহেতুক বেশি ভাব নিয়ে ফেলেছে হয়ত পরিচালকের কথাতেই,Negative
 আর একজন নায়িকার ফ্ল্যাটে কোন সিসিটিভি নাই কেন বুঝলামনা,Negative
পুরান নাটক নতুন করে আপলোড কে,Negative
অপি করিমের ভাবটা একটু বেশি হয়েছে,Negative
সি আই ডি চরিত্র পেয়ে একটু ওভার এ্যাক্টিং করলেন অপি করিম,Negative
আচ্ছা যা হবার হইছে অপুর্ব বৌ এবং মেয়েকে আমাকে দিয়ে দাও,Negative
আহামরি কোন কাহিনী মনে হয়নি চিত্রনাট্যকারের বোঝা উচিৎ  একজন সেলিব্রিটি যে ফ্ল্যাটে থাকবেন সে ফ্ল্যাটে কি কোন সিসিটিভি নেই,Negative
 নায়িকা গভীর রাতে গার্ডের সাথে কথা বলে বেরিয়ে গেছেন সেটাতো সিসিটিভি ফুট্রজে ধরা পড়ার কথা আর অপি করিমের  সিগারেট খাওয়ার দৃশ্যটি রাখা কি খুব প্রয়োজন ছিলো,Negative
ঘরে কি লাইট নাই,Negative
অবাস্তব ফালতু সিকোয়েন্স ,Negative
কখনো এভাবে জেরা করে না সবাইকে সন্দেহ হুদাই  অভিনয় করলে হয়,Negative
সাপ খুজতে গিয়ে কেছো বের হয়ে এসেছে,Negative
কিছুই বুঝতে পারলাম না বুঝাইলো কি মেসেজ দিল,Negative
পুলিশের অভিনয় বোগাস,Negative
এতো লেম   বেশি ভালো করতে গিয়ে ফালতু করে ফেলেছে,Negative
এই সব চরিত্র খারাপ নায়কের নাটক দেখতে মন চাই না,Negative
বাজে নাটক মেয়েকে বেশি প্রাধান্য দেওয়া হয়েছে এখানে অপূর্ব মূল নায়ক হতে পারতো,Negative
কাহিনি অনেক দুর্বল অপির অভিনয় দিয়ে কিছুটা মেক আপ করেছে এত সহজে সমাধান হয়ে যাবে ভাবিনি,Negative
ধুর এটা কোন নাটক হল  মনে হচ্ছিল ভারতীয়  দেখছি,Negative
এখানে একজন মিস আছে যেই লোক টা কিছু দিন আগে চলে গেছে পরপারে,Negative
সোজা কাহিনী অপি করিমের ওভার অ্যাক্টিং সময় নষ্ট  এসব তাদের মনে হবে যারা শার্লক হোমস ফেলুদা বোমকেস বকশি এর গল্পো গুলু পড়েছেন যেমন আমার মনে হচ্ছে সময় নষ্ট নাটক,Negative
সস্তা গোয়েন্দা গল্প একেবারেই শুধু অপি করিমের জন্য দেখা শুরু করছিলাভ,Negative
তারকায় ভরপুর একটি বস্তাপচা অভিনয় সমগ্র অপি করিমের এমন জঘন্য সস্তা অভিনয় বহুদিন পর দেখলাম,Negative
পুরো ইন্ডিয়ান কালচার ইন্ডিয়ান দের কপি পেস্ট করে দিছে একদম,Negative
ভালাহয়নায়,Negative
অপি করিমের একটা বাজে অভিনয় দেখলাম অপি করিম মিষ্টি মেয়ে তাকে দিয়ে ক্রাইম সিন চলে না তাকে প্রেম কবিতায় মানায় বেশি,Negative
নাটকের নির্মাণশৈলী অগোছালো  নিম্নমানের ১০ রিটিং এর ভিতরে ৩ ও দেওয়া চলে না,Negative
পাগলা মার্কা ইনভেস্টিগেশন,Negative
অপি করিম এত ফালতু অভিনয় করে ছি চরিত্রের সাথে একদম মানায় নাই,Negative
বালোনা,Negative
বাজে অভিনয় সাসপেন্স এর কোন আবহ নেই।ডায়লগ ডেলিভারি ভাল না,Negative
হাসমু না কানমু বুঝতে পারছি না,Negative
অপি করিম সিগারেট খাওয়া সিখাছেন দেশে তামকের বিগগাপন নিষিদ্ধ,Negative
মিজানুর রহমান আরিয়ান মানেই কাট কপি পেস্ট বস্তাপঁচা অভিনয় এবং বিচ্ছিরি নাটক পরিচালনা,Negative
মানে একাই সব,Negative
আদালত কে কপি করা হইচে,Negative
একটুও ভালো লাগে নি,Negative
বালের ,Negative
আরে ফালটুরে,Negative
নিকৃষ্ট,Negative
গাজাখুরি কাহিনি  ,Negative
পালতু নাটক আজাইয়া,Negative
ওড়না তো নাই সাথে সিগারেট গোয়েন্দা গিন্নি কাইজার সিন্ডিকেট রেডরাম কোনটারই ধারের কাছে যেতে পারেনি,Negative
জ্বীন দেখিনি কিন্তু মনে হলো তার থেকেও ভয়ানক কিছু,Negative
শব্দ টা শুনে বুকের পাঁজরে লাগছে,Negative
আমি রাগ করলে কোনো কিছু হোস  থাকে না,Negative
কাঁদিয়েছে আমায়,Negative
মানুষ তখনি বেচে থাকার চেষ্টা করেনা,Negative
আমার জন্য কখনো কাঁদে না কারো মন    ,Negative
বলার ভাষা নেই,Negative
 যত্ন নিলে আর সেটিংসগুলো আরএকটু রিয়েলিস্কিক হলে এটা  ক্যাটাগরির ছবি হতে পারতো।,Negative
অপু সাকিবকে যে কবে এক ঘরে দেখবো,Negative
কোন  কথা হবে না,Negative
পুলিশ অভিসার আর ভালো মানের হওয়া উচিৎ ছিলো,Negative
শ্বাস রদ্ধকর,Negative
অপু বিশ্বাসের অভিনয় ছাড়া সব ঠিকাছে,Negative
মিজাইলের প্রথমে ডেড বডি দেখতে যাওয়ার অংশটুকু ভালো হয়নি,Negative
অপুর আগের করা মুভির অভিনয়গুলোর তুলনায় এখানে অভিনয় ভালো ছিলো কথায় ন্যাকামি ন্যাকামি একটা ভাব ছিলো,Negative
ন্যাচারালি কাজ করে যাওয়া আর মুখের ভঙ্গি কিছুটা ঠিক করলে জোশ হবে   সবমিলে ভালো ছিলো,Negative
আর এতবার কস্টিউম পাল্টানোর কোনো দরকার ছিলো না,Negative
কথায় পুলিশ নায়ক   ,Negative
অপু কে ভালো লাগেনি কথা বলার ভঙ্গি আরও খারাপ ছিলো,Negative
সিনেমার হাফেজা হয়েছে তাইনা কোরআন নিয়া অতিতে যারা বিজনেস করেছে আল্লাহর গজব তাদের উপরেই নাজিল হয়েছিল,Negative
